Index,Name,PUBCHEM_COMPOUND_CID,ACTIVITY,ALogP98,ES_Sum_dO,ES_Sum_dssC,ES_Sum_sOH,ES_Sum_ssCH2,ES_Sum_ssO,ES_Sum_sssCH,ES_Count_dssC,ES_Count_sCH3,Molecular_Solubility,Num_DoubleBonds,Num_H_Acceptors,Molecular_FractionalPolarSurfaceArea,CIC,IAC_Mean,IC,JX,Wiener,SC_3_P
14,61527,61527,Non-Bitter,0.96,10.82,0.06,0,0,0,0,1,3,-2.14,3,1,0.19,0.68,1.36,2.65,3.04,113,16
15,520191,520191,Non-Bitter,1.43,10.89,0.17,0,0,0,0,1,3,-2.91,3,1,0.28,0.68,1.46,2.65,3.05,113,16
16,61918,61918,Non-Bitter,0.65,10.92,-0.02,0,0.75,0,0,1,2,-1.78,4,3,0.26,0.36,1.57,3.1,3.01,150,17
17,32093,32093,Non-Bitter,-0.02,10.76,-0.04,0,0,0,0,1,2,-1.41,4,3,0.28,0.6,1.63,2.72,3.03,114,15
18,14505,14505,Non-Bitter,0.97,10.41,-0.03,0,0,0,0,1,1,-1.26,3,1,0.26,0.5,1.45,2.5,2.79,62,11
19,14514,14514,Non-Bitter,1.11,10.56,-0.03,0,0,0,0,1,2,-1.71,3,1,0.22,0.44,1.4,2.73,2.85,87,13
20,5362572,5362572,Non-Bitter,0.18,10.71,-0.02,0,0,0,0,1,2,-1.41,4,3,0.29,0.4,1.63,2.92,2.95,117,14
21,14286,14286,Non-Bitter,0.85,10.58,0.01,0,0,0,0,1,1,-1.42,4,2,0.23,0.75,1.54,2.42,2.9,88,12
22,9589,9589,Non-Bitter,0.42,10.61,0.06,0,0,0,0,1,1,-1.41,4,2,0.23,0.75,1.54,2.42,2.9,88,12
23,520108,520108,Non-Bitter,0.34,10.45,0.04,0,0,0,0,1,1,-1.35,3,2,0.46,0.5,1.91,2.5,2.76,62,11
24,444212,444212,Non-Bitter,-4.76,30.14,-5.06,24.54,-0.8,0,0,4,0,-1.32,4,6,0.65,0.79,1.52,2.79,4.29,211,12
25,196,196,Non-Bitter,-2.4,19.79,-1.74,16.26,1.02,0,0,2,0,-0.78,2,4,0.49,1,1.53,2.32,2.91,151,7
26,71571511,71571511,Non-Bitter,-2.37,0,0,39.74,-0.17,27.45,-8.28,0,2,0.14,0,9,0.41,1.44,1.47,3.09,1.6,1130,53
27,239,239,Non-Bitter,-3.4,9.56,-0.77,7.87,0.66,0,0,1,0,0.4,1,2,0.62,0,1.67,2.58,2.66,32,3
28,24116,24116,Non-Bitter,1.56,11.27,-0.42,0,0.2,4.82,0,1,0,-2.21,5,3,0.28,0.31,1.53,3.39,2.67,262,19
29,16324,16324,Non-Bitter,1.76,10.53,-0.14,0,1.68,4.67,0,1,1,-1.45,2,2,0.18,0.22,1.31,2.95,2.99,108,7
30,15834,15834,Non-Bitter,2.77,11.02,-0.35,0,0.25,4.77,0,1,0,-3.41,6,2,0.13,0.63,1.31,3.18,2.41,367,17
31,22034852,22034852,Non-Bitter,3.01,11.2,-0.06,0,7.24,4.94,0.57,1,0,-2.99,2,2,0.14,0.73,1.24,2.97,2.07,286,16
32,61405,61405,Non-Bitter,3.92,11.17,-0.08,0,9.99,4.92,0.87,1,0,-4.04,2,2,0.12,1.2,1.2,2.71,1.94,462,18
33,61406,61406,Non-Bitter,4.83,11.2,-0.08,0,12.86,4.93,0.97,1,0,-5.12,2,2,0.1,1.5,1.17,2.59,1.85,698,20
34,17617,17617,Non-Bitter,3.47,11.17,-0.07,0,8.59,4.93,0.76,1,0,-3.51,2,2,0.13,1.05,1.22,2.75,2,367,17
35,61407,61407,Non-Bitter,4.38,11.18,-0.08,0,11.42,4.93,0.93,1,0,-4.58,2,2,0.11,1.35,1.19,2.65,1.89,572,19
36,226486,226486,Non-Bitter,2.56,0,0,9.61,0.72,10.02,0,0,2,-2.41,4,3,0.19,0.57,1.37,3.24,3.04,301,23
37,16590,16590,Non-Bitter,2.62,0,0,0,2.05,0,0,0,0,-2.6,2,2,0.32,1,1.35,2,2.53,84,5
38,61408,61408,Non-Bitter,2.68,11.09,-0.1,0,2.04,4.88,0.06,1,2,-2.18,2,2,0.14,0.36,1.25,3.1,3.53,176,12
39,61337,61337,Non-Bitter,1.7,10.9,-0.46,0,0.21,4.68,0,1,0,-1.84,4,2,0.25,0.36,1.47,3.1,2.34,171,15
40,8878,8878,Non-Bitter,3.13,10.9,-0.11,0,5.36,4.81,0,1,1,-2.89,2,2,0.13,0.56,1.23,3.02,3.02,262,10
41,31266,31266,Non-Bitter,2.67,10.81,-0.11,0,4.05,4.78,0,1,1,-2.39,2,2,0.15,0.36,1.25,3.1,3.02,200,9
42,6612,6612,Non-Bitter,4.35,11.61,1.6,0,3.7,0,0.41,2,3,-5.11,4,1,0.06,0.51,1.11,3.57,2.66,566,26
43,17816,17816,Non-Bitter,2.01,10.74,-0.14,0,0.82,4.74,0.37,1,2,-1.72,2,2,0.16,0.2,1.28,3.12,3.18,142,8
44,13367,13367,Non-Bitter,1.23,0,0,0,0.78,0,0,0,0,0.32,1,1,0.43,0,1.3,2,2.23,10,1
45,62434,62434,Non-Bitter,2,0,0,0,1.06,0,0,0,1,-1.7,1,2,0.39,0,1.38,2.58,2.29,35,3
46,61926,61926,Non-Bitter,2.59,0,0,0,1.05,0,0,0,1,-2.15,1,3,0.49,0.29,1.46,2.52,2.3,56,4
47,61410,61410,Non-Bitter,4.04,11.02,-0.1,0,8.1,4.86,0,1,1,-3.94,2,2,0.11,0.97,1.19,2.84,3.01,423,12
48,20219,20219,Non-Bitter,3.59,10.96,-0.1,0,6.71,4.84,0,1,1,-3.41,2,2,0.12,0.77,1.21,2.93,3.01,336,11
49,24117,24117,Non-Bitter,2.14,10.98,-0.4,0,0.15,9.89,0,1,0,-2.41,5,3,0.18,0.82,1.4,2.99,2.16,367,17
50,15717,15717,Non-Bitter,2.34,11.1,-0.22,0,0.61,4.84,0,1,0,-2.75,5,2,0.14,0.52,1.32,3.18,2.34,286,16
51,61319,61319,Non-Bitter,1.3,10.3,-0.18,0,0.76,4.58,0,1,1,-1.05,2,2,0.2,0,1.35,3,2.92,76,6
52,6435833,6435833,Non-Bitter,2.21,10.69,-0.35,0,0.26,4.66,0,1,1,-2.53,4,2,0.15,0.18,1.33,3.28,3.44,200,9
53,11617,11617,Non-Bitter,2.03,0,0,0,2.07,0,0,0,0,-2.14,2,1,0.19,0.86,1.22,1.95,2.57,56,4
54,16220107,16220107,Non-Bitter,2.2,0,0.66,0,1.34,4.95,0,1,1,-2.73,2,2,0.28,0,1.46,3,2.93,76,6
55,5364729,5364729,Non-Bitter,2.18,10.79,0.35,0,0.28,4.72,0,2,2,-1.79,3,2,0.16,0,1.32,3.32,3.56,137,10
56,61412,61412,Non-Bitter,4.56,11.09,-0.11,0,9.04,4.88,0,1,0,-4.8,3,2,0.1,1.47,1.19,2.53,3.03,640,14
57,14220,14220,Non-Bitter,-3.32,10.09,-0.81,8.3,1.57,0,-0.43,1,2,-0.75,1,2,0.41,0.68,1.63,2.65,3.19,136,9
58,4,4,Non-Bitter,-1.82,0,0,8.3,0.61,0,-0.23,0,1,0.54,0,1,0.48,0.4,1.38,1.92,2.43,18,2
59,10103158,10103158,Non-Bitter,-0.3,9.81,-0.71,8.08,0.28,0,0.28,1,2,-0.75,1,2,0.32,0.29,1.37,2.52,3.01,48,4
60,6276,6276,Non-Bitter,1.43,0,0,8.2,3.68,0,0,0,1,-0.93,0,1,0.18,1,1.13,1.58,2.29,35,3
61,10890,10890,Non-Bitter,2.93,10.78,-0.05,0,5.38,4.95,0,1,2,-2.44,1,2,0.14,0.98,1.22,2.48,2.91,202,9
62,1623625,1623625,Non-Bitter,4.22,10.84,0.9,0,4.39,0,0,1,1,-4.56,5,1,0.08,0.58,1.15,3.32,2.56,428,19
63,6005821,6005821,Non-Bitter,4.44,0,1.21,0,4.67,10.75,-0.24,1,3,-4.92,4,2,0.07,0.86,1.2,3.31,2.71,662,25
64,5368491,5368491,Non-Bitter,3.96,0,1.13,9.22,4.84,0,0,1,1,-4.24,4,1,0.09,0.72,1.14,3.19,2.52,428,19
65,6435834,6435834,Non-Bitter,4.26,10.24,1.18,0,4.97,4.85,0,1,1,-4.71,5,2,0.11,0.63,1.24,3.45,2.55,602,21
66,61414,61414,Non-Bitter,5.72,11.69,1.1,0,5.48,5.41,0.35,2,3,-5.99,5,2,0.08,0.74,1.18,3.65,2.55,1084,26
67,12529,12529,Non-Bitter,1.73,9.55,0,0,3.89,4.46,0,0,1,-1.43,1,2,0.19,0.59,1.3,2.41,2.48,84,5
68,61415,61415,Non-Bitter,4.3,11.15,-0.02,0,9.14,5.09,0,1,2,-3.9,1,2,0.11,1.54,1.17,2.27,3.01,419,12
69,10886,10886,Non-Bitter,3.84,11.06,-0.02,0,7.81,5.05,0,1,2,-3.39,1,2,0.12,1.35,1.18,2.35,2.99,334,11
70,53435896,53435896,Non-Bitter,1.85,10.59,-0.24,0,5.21,10.12,0.15,1,1,-1.79,1,3,0.2,0.73,1.33,2.86,1.94,232,15
71,522459,522459,Non-Bitter,3.17,0,0,0,5.46,0,0,0,2,-3,0,2,0.3,1.5,1.24,1.5,2.39,84,5
72,61185,61185,Non-Bitter,4.75,11.22,-0.01,0,10.5,5.11,0,1,2,-4.42,1,2,0.11,1.71,1.15,2.2,3.02,518,13
73,637563,637563,Non-Bitter,2.77,0,0,0,0,5.02,0,0,2,-2.93,4,1,0.06,0.73,1.21,2.73,2.77,170,15
74,11559,11559,Non-Bitter,0.4,10.18,0.59,0,0.45,4.58,0,2,1,-0.33,2,2,0.26,0,1.46,2.81,2.45,41,9
75,7519,7519,Non-Bitter,1.81,0,0,0,0,4.91,0,0,1,-1.45,3,1,0.08,0.84,1.27,2.16,2.76,64,10
76,7695,7695,Non-Bitter,1.59,10.49,-0.27,0,0.32,9.81,0,1,2,-2.25,4,3,0.19,0.92,1.4,2.78,2.44,284,17
77,7738,7738,Non-Bitter,1.21,0,0,8.66,0.09,4.93,0,0,1,-1.41,3,2,0.2,1.4,1.36,1.92,2.72,125,14
78,61054,61054,Non-Bitter,1.51,9.85,0,0,0.31,9.53,0,0,1,-1.92,4,3,0.21,0.83,1.44,2.75,2.47,226,16
79,7599,7599,Non-Bitter,3.29,11.66,-0.22,0,0.59,10.29,0,1,1,-4.21,7,3,0.14,1.42,1.34,2.83,1.77,854,29
80,61417,61417,Non-Bitter,2.26,10.86,-0.18,0,0.74,9.98,0,1,2,-2.52,4,3,0.17,1.14,1.37,2.66,2.38,355,19
81,5460291,5460291,Non-Bitter,-2.28,9.76,0,34.06,-0.69,0,-4.72,0,0,0.26,1,5,0.62,0.68,1.5,2.65,3.56,125,12
82,54670067,54670067,Non-Bitter,-2.41,10.53,-2.78,35.05,-0.67,4.32,-2.78,3,0,-0.09,2,6,0.65,0.17,1.58,3.42,2.61,188,22
83,5960,5960,Non-Bitter,-5.25,19.72,-2.33,16.13,-0.42,0,-1.04,2,0,-0.09,2,4,0.72,0.44,1.81,2.73,3.4,96,8
84,460,460,Non-Bitter,1.57,0,0,8.99,0,4.79,0,0,1,-1.04,3,2,0.23,0.44,1.4,2.73,2.9,86,13
85,62375,62375,Non-Bitter,1.7,0,0,0,0,10.13,-0.24,0,2,-1.93,3,2,0.11,0.98,1.33,2.48,2.63,158,16
86,5463840,5463840,Non-Bitter,0.64,0,-0.23,26.77,-0.48,0,-1.2,1,0,-1.7,4,3,0.33,0.52,1.4,3.18,2.7,268,18
87,595928,595928,Non-Bitter,1.9,0,0,0,0.69,10.95,0.07,0,1,-1.84,3,2,0.11,0.73,1.33,2.86,2.03,197,21
88,7969,7969,Non-Bitter,1.68,0,0,0,0,0,0,0,0,-0.9,3,1,0.21,0.96,1.33,1.84,2.98,42,8
89,3102,3102,Non-Bitter,3.23,11.85,0.08,0,0,0,0,1,0,-3.58,7,1,0.1,1.82,1.2,1.99,2.33,307,24
90,7222,7222,Non-Bitter,2.26,0,0,0,0,0,0,0,0,-2.62,4,1,0.33,1.64,1.57,1.53,2.86,79,17
91,142266,142266,Non-Bitter,2,20.33,-0.73,0,0.23,4.66,0,2,1,-2.39,5,3,0.31,0.77,1.41,3.04,2.26,356,17
92,244,244,Non-Bitter,1.23,0,0,8.54,0.14,0,0,0,0,-1.24,3,1,0.18,0.84,1.27,2.16,2.8,64,10
93,2345,2345,Non-Bitter,3.27,11.6,-0.29,0,0.31,5.18,0,1,0,-3.73,7,2,0.13,1.59,1.3,2.41,1.9,496,25
94,61134,61134,Non-Bitter,2.96,0,0,0,3.99,5.46,0,0,1,-3.26,3,1,0.05,0.96,1.16,2.63,2.11,242,14
95,7650,7650,Non-Bitter,2.73,10.99,-0.12,0,1.74,5.03,0,1,1,-2.76,4,2,0.14,0.89,1.3,2.82,2.24,290,16
96,5273469,5273469,Non-Bitter,3.74,11.48,-0.33,0,0.3,5.12,0,1,0,-4.72,8,2,0.11,1.53,1.27,2.64,1.8,745,26
97,61402,61402,Non-Bitter,3.6,11.48,1.44,0,0.34,5.15,0,3,3,-3.22,5,2,0.12,0.9,1.27,3.01,2.45,416,21
98,9012,9012,Non-Bitter,4.55,0,0,0,2.16,0,0,0,0,-5.61,6,2,0.21,1.84,1.29,2.16,1.65,544,23
99,10873,10873,Non-Bitter,1.98,0,0,0,1.52,5.22,0,0,1,-2.27,3,1,0.06,0.68,1.21,2.65,2.37,133,12
100,7708,7708,Non-Bitter,1.53,9.76,0,0,0.37,4.54,0,0,0,-1.75,4,2,0.19,0.68,1.39,2.65,2.42,133,12
101,5463905,5463905,Non-Bitter,4.09,11.78,0.42,0,3.54,0,0.22,1,2,-4.22,4,1,0.08,0.58,1.14,3.32,2.55,398,21
102,23367,23367,Non-Bitter,3.64,11.27,-0.09,0,4.1,5.14,0,1,1,-3.7,4,2,0.12,0.9,1.25,3.01,2.11,458,18
103,7646,7646,Non-Bitter,2.73,11.09,-0.15,0,0.37,5.05,-0.05,1,2,-2.74,4,2,0.14,0.83,1.3,2.87,2.32,280,17
104,7651,7651,Non-Bitter,2.98,11.2,-0.12,0,0.87,5.1,0.36,1,2,-3.04,4,2,0.13,0.77,1.27,3.04,2.24,356,17
105,7509,7509,Non-Bitter,2.2,0,0,0,0.83,0,0,0,0,-1.09,3,1,0.3,0.84,1.27,2.16,2.81,64,10
106,22235151,22235151,Non-Bitter,1.53,0,0,0,1.74,15.73,-0.2,0,2,-2.69,3,3,0.12,0.72,1.32,3.19,2.03,458,18
107,13016,13016,Non-Bitter,2.38,0,0,0,1.13,0,0,0,1,-2.74,3,1,0.17,0.75,1.24,2.42,2.57,94,11
108,60999,60999,Non-Bitter,3.3,11.56,-0.2,0,0.67,5.19,0,1,0,-4.06,7,2,0.12,1.62,1.28,2.47,1.78,612,25
109,31219,31219,Non-Bitter,2.27,10.76,-0.15,0,0.82,4.94,0,1,1,-2.36,4,2,0.15,0.73,1.33,2.86,2.31,226,15
110,8363,8363,Non-Bitter,3.03,11.66,-0.52,9.48,0.2,5.1,0,1,0,-3.25,7,3,0.21,1.27,1.37,2.82,1.95,572,28
111,5281163,5281163,Non-Bitter,1.92,10.68,0.44,0,0.45,4.69,0,2,3,-1.38,2,2,0.17,0,1.31,3.17,3.56,98,9
112,7095,7095,Non-Bitter,3.35,0,0,0,0,0,0,0,0,-3.68,6,0,0,2.13,0.99,1.46,2.46,198,20
113,64685,64685,Non-Bitter,1.98,0,0,9.81,3.61,0,0.75,0,3,-2.36,0,1,0.12,0.43,1.12,3.03,2.38,123,31
114,6448,6448,Non-Bitter,2.35,11.01,-0.13,0,3.59,5.44,0.91,1,4,-3.12,1,2,0.12,0.71,1.22,3.09,2.18,269,35
115,518472,518472,Non-Bitter,2.28,10.37,0,0,3.59,5.19,0.92,0,3,-2.81,1,2,0.14,0.67,1.24,3.03,2.22,215,34
116,6432702,6432702,Non-Bitter,3.73,11.82,-0.01,0,4.15,5.76,1.29,1,5,-4.09,1,2,0.1,0.63,1.17,3.45,1.99,505,39
117,61829,61829,Non-Bitter,1.95,0,0,0,2.01,0,0.49,0,1,0.67,0,2,0.55,0.67,1.3,1.92,2.65,31,4
118,520119,520119,Non-Bitter,1.49,0,0,0,2.05,0,0.52,0,1,0.66,0,2,0.55,0.33,1.3,2.25,2.53,32,3
119,548353,548353,Non-Bitter,1.8,0,0,0,0,0,0.82,0,2,0.85,0,2,0.54,1.67,1.3,0.92,2.88,29,4
120,8012,8012,Non-Bitter,1.94,0,0,0,3.56,0,0,0,1,-0.29,0,1,0.35,0.8,1.16,1.52,2.14,20,2
121,6569,6569,Non-Bitter,0.56,9.81,0.25,0,0.67,0,0,1,2,-0.47,1,1,0.18,0,1.24,2.32,2.75,18,2
122,31272,31272,Non-Bitter,1.35,10.1,-0.18,0,2.62,4.64,0,1,2,-1.25,1,2,0.19,0.25,1.3,2.75,2.66,79,5
123,11576,11576,Non-Bitter,1.75,19.85,-0.64,0,2.29,4.51,0,2,2,-1.54,2,3,0.34,0.36,1.38,3.1,3.12,192,9
124,263,263,Non-Bitter,0.97,0,0,8.07,2.38,0,0,0,1,-0.42,0,1,0.21,0.8,1.16,1.52,2.13,20,2
125,8007,8007,Non-Bitter,-0.32,0,0,0,3.65,0,0,0,1,-0.49,0,0,0.27,0.8,1.09,1.52,2.16,20,2
126,24433,24433,Non-Bitter,2.27,11.44,-0.34,0,2.36,5.03,0,1,1,-2.65,4,3,0.25,0.43,1.46,3.38,2.48,336,20
127,8456,8456,Non-Bitter,2.97,0,0,9.61,0,5.09,0,0,4,-2.82,3,2,0.14,0.77,1.27,2.93,3.12,234,21
128,53424302,53424302,Non-Bitter,2.73,10.17,0.93,0,3.22,0,0,1,2,-2.25,2,1,0.11,0,1.16,3.17,3.4,104,8
129,7983,7983,Non-Bitter,2.47,10.7,-0.06,0,4.1,4.88,0,1,2,-1.94,1,2,0.15,0.8,1.24,2.52,2.91,150,8
130,24114,24114,Non-Bitter,2.66,22.32,-0.82,0,3.26,9.78,-0.79,2,3,-2.6,2,4,0.22,0.67,1.34,3.24,3.51,448,16
131,5385520,5385520,Non-Bitter,3.76,10.75,0.89,0,3.09,0,0,1,1,-4.05,5,1,0.08,0.48,1.17,3.32,2.66,343,18
132,10861,10861,Non-Bitter,3.48,11.18,-0.27,0,2.47,4.98,0,1,1,-3.87,5,2,0.12,0.72,1.27,3.19,2.28,458,18
133,61771,61771,Non-Bitter,2.94,11.39,0.52,0,5.53,0,1.01,1,2,-2.57,1,1,0.1,0.18,1.12,3.28,2.44,152,17
134,5463906,5463906,Non-Bitter,5.19,11.14,-0.19,0,9.92,5,0,1,2,-5.07,2,2,0.1,1.22,1.17,2.78,3.19,635,14
135,5362564,5362564,Non-Bitter,2.42,0,0.82,0,1.11,0,0.98,1,4,-1.5,1,1,0.21,0.18,1.29,3.28,2.44,154,18
136,522111,522111,Non-Bitter,3.06,0,0,0,5.28,0,0,0,2,-2.98,0,2,0.3,1.5,1.24,1.5,2.37,84,5
137,17586,17586,Non-Bitter,1.65,0,0,0,1.96,5.19,0.45,0,3,-1.23,0,1,0.07,0.29,1.12,2.52,2.7,50,5
138,5140436,5140436,Non-Bitter,2.22,20.42,-1.12,0,2.47,8.89,0,2,2,-1.74,2,4,0.34,0.92,1.41,2.78,3.22,310,12
139,11614,11614,Non-Bitter,1.27,9.46,0,0,2.62,4.39,0,0,1,-0.93,1,2,0.22,0.29,1.33,2.52,2.4,56,4
140,21596,21596,Non-Bitter,3.84,11.06,-0.02,0,7.85,5.02,0,1,2,-3.4,1,2,0.12,1.35,1.18,2.35,2.99,334,11
141,12294,12294,Non-Bitter,3.39,10.97,-0.03,0,6.52,4.99,0,1,2,-2.89,1,2,0.13,1.17,1.2,2.42,2.98,261,10
142,7184,7184,Non-Bitter,2.77,11.33,-0.34,9,2.34,4.99,0,1,1,-2.46,4,3,0.23,0.71,1.37,3.09,2.39,350,19
143,642376,642376,Non-Bitter,3,11.38,0.48,0,2,5.16,0,2,1,-3.05,5,2,0.14,0.43,1.31,3.38,2.33,300,27
144,7353,7353,Non-Bitter,2.48,10.8,-0.09,0,2.62,4.9,0.01,1,3,-1.89,1,2,0.15,0.4,1.24,2.92,3.07,143,9
145,7981,7981,Non-Bitter,2.72,10.91,-0.06,0,3.19,4.95,0.41,1,3,-2.21,1,2,0.14,0.36,1.22,3.1,3.09,192,9
146,24847851,24847851,Non-Bitter,1.39,10.54,-0.24,0,3.88,10.04,0.15,1,1,-1.29,1,3,0.21,0.61,1.36,2.85,2,174,14
147,8738,8738,Non-Bitter,1.16,10.55,-0.53,8.65,2.27,4.65,-0.99,1,2,-1.31,1,3,0.28,0.4,1.35,2.92,3.03,143,9
148,61015,61015,Non-Bitter,6.12,11.3,-0.01,0,14.9,5.12,0,1,2,-6.08,1,2,0.09,2.18,1.12,1.99,3.01,914,16
149,31210,31210,Non-Bitter,3.05,11.27,-0.14,0,2.92,5.05,0,1,1,-3.23,4,2,0.13,0.63,1.27,3.18,2.21,364,17
150,61361,61361,Non-Bitter,3.25,11.42,-0.17,0,3.18,5.29,0,1,1,-3.12,4,2,0.14,0.29,1.3,3.52,2.15,300,27
151,11529,11529,Non-Bitter,2.02,10.46,-0.09,0,3.13,4.79,0,1,2,-1.54,1,2,0.17,0.44,1.26,2.73,2.82,110,7
152,16330,16330,Non-Bitter,2.77,11.36,-0.46,9.34,2.23,4.95,0,1,1,-2.4,4,3,0.23,0.43,1.37,3.38,2.47,336,20
153,31278,31278,Non-Bitter,8.86,11.43,0,0,23.68,5.16,0,1,2,-9.39,1,2,0.07,2.92,1.08,1.67,3.01,2215,22
154,11002,11002,Non-Bitter,3.45,0,0,0,8.23,0,0,0,2,-3.64,0,1,0.15,1.73,1.09,1.44,2.52,120,6
155,61027,61027,Non-Bitter,5.28,11.26,-0.02,0,11.56,5.09,0,1,1,-5.31,2,2,0.09,1.53,1.15,2.56,3.03,766,15
156,61137,61137,Non-Bitter,2.93,10.85,-0.04,0,5.26,4.95,0,1,2,-2.4,1,2,0.14,0.98,1.22,2.48,2.95,200,9
157,261,261,Non-Bitter,0.94,9.4,0,0,1.68,0,0,0,1,-0.66,1,1,0.19,0,1.24,2.32,2.33,20,2
158,264,264,Non-Bitter,-0.56,9.6,-0.71,7.91,1.02,0,0,1,1,-0.46,1,2,0.37,0,1.42,2.58,2.69,32,3
159,7302,7302,Non-Bitter,0.28,10.02,-0.05,0,2.18,4.51,0,1,0,-0.05,1,2,0.31,0.67,1.46,1.92,2.22,26,7
160,521380,521380,Non-Bitter,4.74,0,3.28,0,3.96,0,3.55,2,4,-3.98,2,0,0,0.67,0.96,3.24,2.24,332,30
161,6616,6616,Non-Bitter,2.93,0,1.53,0,4.31,0,1.85,1,2,-2.44,1,0,0,0.6,0.96,2.72,2.34,98,25
162,61270,61270,Non-Bitter,2.6,10.61,1.29,0,2.66,4.97,0.63,2,4,-3.13,2,2,0.12,0.57,1.22,3.24,2.32,326,23
163,61284,61284,Non-Bitter,2.22,0,1.48,8.82,2.43,0,0.66,1,3,-2.3,1,1,0.11,0.43,1.12,3.03,2.6,147,20
164,230921,230921,Non-Bitter,2.08,11.57,0.51,0,3.25,0,0.68,1,3,-2.41,1,1,0.1,0.43,1.15,3.03,2.45,123,31
165,14950,14950,Non-Bitter,-1.91,38.07,-3.88,91.47,-0.86,5.3,-9.12,3,1,-0.83,9,13,0.55,1.36,1.55,3.76,1.91,3268,90
166,10364,10364,Non-Bitter,3.27,0,0,9.35,0,0,0.49,0,3,-2.59,3,1,0.12,0.73,1.18,2.73,3.02,152,17
167,527268,527268,Non-Bitter,3.84,0,0,0,0.74,5.53,0.57,0,4,-3.64,3,1,0.05,0.31,1.15,3.39,2.91,250,20
168,7438,7438,Non-Bitter,2.4,0,2.3,9.49,1.91,0,0.26,2,2,-1.88,2,1,0.12,0.36,1.15,3.1,2.59,152,17
169,11230,11230,Non-Bitter,2.55,0,1.43,10.02,2.85,0,0.38,1,3,-2.19,1,1,0.11,0.55,1.12,2.91,2.61,148,18
170,7335,7335,Non-Bitter,2.78,10.86,2.13,0,1.91,5.24,0.42,3,3,-2.65,3,2,0.12,0.77,1.25,3.04,2.6,307,21
171,7336,7336,Non-Bitter,3.45,11.23,2.24,0,2.37,5.38,0.43,3,3,-2.92,3,2,0.11,0.53,1.23,3.37,2.57,378,23
172,5281515,5281515,Non-Bitter,4.75,0,3.11,0,6.48,0,1.73,2,3,-4.46,2,0,0,0.72,0.96,3.19,2.12,337,30
173,62127,62127,Non-Bitter,3.81,11.64,-0.08,0,8.64,5.98,1.38,1,4,-5.13,1,2,0.09,0.88,1.17,3.37,1.92,594,46
174,10106,10106,Non-Bitter,2.28,0,0,0,5.15,6.11,0.7,0,3,-2.65,0,1,0.06,0.91,1.12,2.55,2.15,132,26
175,637511,637511,Non-Bitter,1.95,9.89,0,0,0,0,0,0,0,-2.53,5,1,0.12,0.68,1.25,2.65,2.74,133,12
176,6284401,6284401,Non-Bitter,1.99,0,0,0,1.4,10.53,-0.15,0,0,-2.52,4,2,0.11,0.83,1.32,2.87,1.9,277,20
177,444539,444539,Non-Bitter,0.45,10.09,-0.92,8.29,0,0,0,1,0,-2.44,5,2,0.26,0.8,1.38,2.66,2.67,174,13
178,7660,7660,Non-Bitter,2.07,10.4,-0.25,0,0.34,4.74,0,1,1,-3.05,5,2,0.14,0.52,1.32,3.18,2.31,304,15
